classId,lec_dis,status,total_spots,enrolled_spots,waitlist_status,days,start_time,end_time,location,units,instructors
MATH0596,Tut 27,Open,1,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Neeman, I."
MATH0596,Tut 28,Open,1,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Osher, S.J."
MATH0596,Tut 29,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Pak, I."
MATH0596,Tut 30,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Petersen, P."
MATH0596,Tut 31,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Popa, S."
MATH0596,Tut 32,Open,4,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Porter, M.A."
MATH0596,Tut 33,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Roper, M.L."
MATH0596,Tut 34,Open,1,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Rouquier, R.A."
MATH0596,Tut 35,Open,1,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Ryu, E.K."
MATH0596,Tut 36,Open,2,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Sarkar, S."
MATH0596,Tut 37,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Schaeffer, H.K."
MATH0596,Tut 38,Open,1,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Sharifi, R.T."
MATH0596,Tut 39,Closed by Dept Mathematics,0,0,No Waitlist,Not scheduled,,,No Location,2.0-8.0 Variable,"Shlyakhtenko, D.Y."
